404,luxio,404,9,305,127,511,1
409,rampardos,409,16,1025,173,514,1
414,mothim,414,9,233,148,521,1
419,floatzel,419,11,335,173,526,1
424,ambipom,424,12,203,169,265,1
429,mismagius,429,9,44,173,275,1
434,stunky,434,4,192,66,538,1
439,mime-jr,439,6,130,62,177,1
444,gabite,444,14,560,144,545,1
449,hippopotas,449,8,495,66,551,1
454,toxicroak,454,13,444,172,556,1
459,snover,459,10,505,67,560,1
464,rhyperior,464,24,2828,241,162,1
469,yanmega,469,19,515,180,269,1
474,porygon-z,474,9,340,241,209,1
479,rotom,479,3,3,154,563,1
484,palkia,484,42,3360,306,573,1
489,phione,489,4,31,216,579,1
494,victini,494,4,40,270,585,1
499,pignite,499,10,555,146,590,1
504,patrat,504,5,116,51,595,1
509,purrloin,509,4,101,56,600,1
514,simisear,514,10,280,174,605,1
519,pidove,519,3,21,53,610,1
524,roggenrola,524,4,180,56,615,1
529,drilbur,529,3,85,66,620,1
534,conkeldurr,534,14,870,227,626,1
539,sawk,539,14,510,163,631,1
544,whirlipede,544,12,585,126,636,1
549,lilligant,549,11,163,168,641,1
554,darumaka,554,6,375,63,647,1
559,scraggy,559,6,118,70,653,1
564,tirtouga,564,7,165,71,658,1
569,garbodor,569,19,1073,166,663,1
574,gothita,574,4,58,58,668,1
579,reuniclus,579,10,201,221,673,1
584,vanilluxe,584,13,575,241,678,1
589,escavalier,589,10,330,173,683,1
594,alomomola,594,12,316,165,688,1
599,klink,599,3,210,60,693,1
604,eelektross,604,21,805,232,698,1
609,chandelure,609,10,343,234,703,1
614,beartic,614,26,2600,177,708,1
619,mienfoo,619,9,200,70,713,1
624,pawniard,624,5,102,68,718,1
629,vullaby,629,5,90,74,723,1
634,zweilous,634,14,500,147,728,1
639,terrakion,639,19,2600,261,733,1
644,zekrom,644,29,3450,306,740,1
649,genesect,649,15,825,270,750,1
654,braixen,654,10,145,143,755,1
659,bunnelby,659,4,50,47,762,1
664,scatterbug,664,3,25,40,767,1
669,flabebe,669,1,1,61,772,1
674,pancham,674,6,80,70,778,1
679,honedge,679,8,20,65,784,1
684,swirlix,684,4,35,68,790,1
689,barbaracle,689,13,960,175,795,1
694,helioptile,694,5,60,58,800,1
699,aurorus,699,27,2250,104,805,1
704,goomy,704,3,28,60,809,1
709,trevenant,709,15,710,166,814,1
714,noibat,714,5,80,49,825,1
719,diancie,719,7,88,270,833,1
724,decidueye,724,16,366,239,840,1
729,brionne,729,6,175,147,845,1
734,yungoos,734,4,60,51,850,1
739,crabrawler,739,6,70,68,857,1
744,rockruff,744,5,92,56,866,1
749,mudbray,749,10,1100,77,875,1
754,lurantis,754,9,185,168,881,1
759,stufful,759,5,68,68,888,1
764,comfey,764,1,3,170,893,1
769,sandygast,769,5,700,64,898,1
774,minior-red-meteor,774,3,400,154,903,1
779,bruxish,779,9,190,166,925,1
784,kommo-o,784,16,782,270,930,1
789,cosmog,789,2,1,40,936,1
794,buzzwole,794,24,3336,257,941,1
799,guzzlord,799,55,8880,257,946,1
