3,venusaur,3,20,1000,236,3,1
8,wartortle,8,10,225,142,11,1
13,weedle,13,3,32,39,17,1
18,pidgeot,18,15,395,216,23,1
23,ekans,23,20,69,58,32,1
28,sandslash,28,10,295,158,47,1
33,nidorino,33,9,195,128,53,1
38,ninetales,38,11,199,177,60,1
43,oddish,43,5,54,64,68,1
48,venonat,48,10,300,61,74,1
53,persian,53,10,320,154,82,1
58,growlithe,58,7,190,70,88,1
63,abra,63,9,195,62,94,1
68,machamp,68,16,1300,227,100,1
73,tentacruel,73,16,550,180,105,1
78,rapidash,78,17,950,175,113,1
83,farfetchd,83,8,150,132,121,1
88,grimer,88,9,300,65,126,1
93,haunter,93,16,1,142,133,1
98,krabby,98,4,65,65,141,1
103,exeggutor,103,20,1200,186,146,1
108,lickitung,108,12,655,77,156,1
113,chansey,113,11,346,395,164,1
118,goldeen,118,6,150,64,173,1
123,scyther,123,15,560,100,179,1
128,tauros,128,14,884,172,192,1
133,eevee,133,3,65,65,198,1
138,omanyte,138,4,75,71,210,1
143,snorlax,143,21,4600,189,217,1
148,dragonair,148,40,165,147,222,1
153,bayleef,153,12,158,142,229,1
158,totodile,158,6,95,63,234,1
163,hoothoot,163,7,212,52,239,1
168,ariados,168,11,335,140,244,1
173,cleffa,173,3,30,44,55,1
178,xatu,178,15,150,165,251,1
183,marill,183,4,85,88,257,1
188,skiploom,188,6,10,119,262,1
193,yanma,193,12,380,78,268,1
198,murkrow,198,5,21,81,272,1
203,girafarig,203,15,415,159,279,1
208,steelix,208,92,4000,179,137,1
213,shuckle,213,6,205,177,288,1
218,slugma,218,7,350,50,295,1
223,remoraid,223,6,120,60,301,1
228,houndour,228,6,108,66,307,1
233,porygon2,233,6,325,180,208,1
238,smoochum,238,4,60,61,182,1
243,raikou,243,19,1780,261,315,1
248,tyranitar,248,20,2020,270,320,1
253,grovyle,253,9,216,142,326,1
258,mudkip,258,4,76,62,333,1
263,zigzagoon,263,4,175,56,339,1
268,cascoon,268,7,115,72,344,1
273,seedot,273,5,40,44,349,1
278,wingull,278,6,95,54,354,1
283,surskit,283,5,17,54,362,1
288,vigoroth,288,14,465,154,367,1
293,whismur,293,6,163,48,372,1
298,azurill,298,2,20,38,256,1
303,mawile,303,6,115,133,383,1
308,medicham,308,13,315,144,390,1
313,volbeat,313,7,177,151,397,1
318,carvanha,318,8,208,61,404,1
323,camerupt,323,19,2200,161,410,1
328,trapinch,328,7,150,58,416,1
333,swablu,333,4,12,62,421,1
338,solrock,338,12,1540,161,427,1
343,baltoy,343,5,215,60,432,1
348,armaldo,348,15,682,173,437,1
353,shuppet,353,6,23,59,445,1
358,chimecho,358,6,10,159,453,1
363,spheal,363,8,395,58,460,1
368,gorebyss,368,18,226,170,465,1
373,salamence,373,15,1026,270,470,1
378,regice,378,18,1750,261,477,1
383,groudon,383,35,9500,302,485,1
388,grotle,388,11,970,142,495,1
393,piplup,393,4,52,63,500,1
398,staraptor,398,12,249,218,505,1
