4,charmander,4,6,85,62,5,1
9,blastoise,9,16,855,239,12,1
14,kakuna,14,6,100,72,18,1
19,rattata,19,3,35,51,25,1
24,arbok,24,35,650,157,33,1
29,nidoran-f,29,4,70,55,49,1
34,nidoking,34,14,620,227,54,1
39,jigglypuff,39,5,55,95,63,1
44,gloom,44,8,86,138,69,1
49,venomoth,49,15,125,158,75,1
54,psyduck,54,8,196,64,84,1
59,arcanine,59,19,1550,194,89,1
64,kadabra,64,13,565,140,95,1
69,bellsprout,69,7,40,60,101,1
74,geodude,74,4,200,60,106,1
79,slowpoke,79,12,360,63,114,1
84,doduo,84,14,392,62,122,1
89,muk,89,12,300,175,128,1
94,gengar,94,15,405,225,134,1
99,kingler,99,13,600,166,142,1
104,cubone,104,4,65,64,148,1
109,koffing,109,6,10,68,158,1
114,tangela,114,10,350,87,166,1
119,seaking,119,13,390,158,174,1
124,jynx,124,14,406,159,183,1
129,magikarp,129,9,100,40,193,1
134,vaporeon,134,10,290,184,199,1
139,omastar,139,10,350,173,211,1
144,articuno,144,17,554,261,218,1
149,dragonite,149,22,2100,270,223,1
154,meganium,154,18,1005,236,230,1
159,croconaw,159,11,250,142,235,1
164,noctowl,164,16,408,158,240,1
169,crobat,169,18,750,241,67,1
174,igglybuff,174,3,10,42,62,1
179,mareep,179,6,78,56,252,1
184,azumarill,184,8,285,189,258,1
189,jumpluff,189,8,30,207,263,1
194,wooper,194,4,85,42,270,1
199,slowking,199,20,795,172,117,1
204,pineco,204,6,72,58,280,1
209,snubbull,209,6,78,60,285,1
214,heracross,214,15,540,175,289,1
219,magcargo,219,8,550,151,296,1
224,octillery,224,9,285,168,302,1
229,houndoom,229,14,350,175,308,1
234,stantler,234,14,712,163,312,1
239,elekid,239,6,235,72,184,1
244,entei,244,21,1980,261,316,1
249,lugia,249,52,2160,306,322,1
254,sceptile,254,17,522,239,327,1
259,marshtomp,259,7,280,142,334,1
264,linoone,264,5,325,147,340,1
269,dustox,269,12,316,173,345,1
274,nuzleaf,274,10,280,119,350,1
279,pelipper,279,12,280,154,355,1
284,masquerain,284,8,36,159,363,1
289,slaking,289,20,1305,252,368,1
294,loudred,294,10,405,126,373,1
299,nosepass,299,10,970,75,377,1
304,aron,304,4,600,66,385,1
309,electrike,309,6,152,59,392,1
314,illumise,314,6,177,151,398,1
319,sharpedo,319,18,888,161,405,1
324,torkoal,324,5,804,165,412,1
329,vibrava,329,11,153,119,417,1
334,altaria,334,11,206,172,422,1
339,barboach,339,4,19,58,428,1
344,claydol,344,15,1080,175,433,1
349,feebas,349,6,74,40,438,1
354,banette,354,11,125,159,446,1
359,absol,359,12,470,163,454,1
364,sealeo,364,11,876,144,461,1
369,relicanth,369,10,234,170,466,1
374,beldum,374,6,952,60,472,1
379,registeel,379,19,2050,261,478,1
384,rayquaza,384,70,2065,306,487,1
389,torterra,389,22,3100,236,496,1
394,prinplup,394,8,230,142,501,1
399,bidoof,399,5,200,50,506,1
