401,kricketot,401,3,22,39,508,1
406,budew,406,2,12,56,399,1
411,bastiodon,411,13,1495,173,516,1
416,vespiquen,416,12,385,166,523,1
421,cherrim,421,5,93,158,528,1
426,drifblim,426,12,150,174,532,1
431,glameow,431,5,39,62,536,1
436,bronzor,436,5,605,60,540,1
441,chatot,441,5,19,144,542,1
446,munchlax,446,6,1050,78,216,1
451,skorupi,451,8,120,66,553,1
456,finneon,456,4,70,66,558,1
461,weavile,461,11,340,179,292,1
466,electivire,466,18,1386,243,186,1
471,glaceon,471,8,259,184,205,1
476,probopass,476,14,3400,184,378,1
481,mesprit,481,3,3,261,570,1
486,regigigas,486,37,4200,302,575,1
491,darkrai,491,15,505,270,581,1
496,servine,496,8,160,145,587,1
501,oshawott,501,5,59,62,592,1
506,lillipup,506,4,41,55,597,1
511,pansage,511,6,105,63,602,1
516,simipour,516,10,290,174,607,1
521,unfezant,521,12,290,220,612,1
526,gigalith,526,17,2600,232,617,1
531,audino,531,11,310,390,622,1
536,palpitoad,536,8,170,134,628,1
541,swadloon,541,5,73,133,633,1
546,cottonee,546,3,6,56,638,1
551,sandile,551,7,152,58,644,1
556,maractus,556,10,280,161,650,1
561,sigilyph,561,14,140,172,655,1
566,archen,566,5,95,71,660,1
571,zoroark,571,16,811,179,665,1
576,gothitelle,576,15,440,221,670,1
581,swanna,581,13,242,166,675,1
586,sawsbuck,586,19,925,166,680,1
591,amoonguss,591,6,105,162,685,1
596,galvantula,596,8,143,165,690,1
601,klinklang,601,6,810,234,695,1
606,beheeyem,606,10,345,170,700,1
611,fraxure,611,10,360,144,705,1
616,shelmet,616,4,77,61,710,1
621,druddigon,621,16,1390,170,715,1
626,bouffalant,626,16,946,172,720,1
631,heatmor,631,14,580,169,725,1
636,larvesta,636,11,288,72,730,1
641,tornadus-incarnate,641,15,630,261,735,1
646,kyurem,646,30,3250,297,743,1
651,quilladin,651,7,290,142,752,1
656,froakie,656,3,70,63,757,1
661,fletchling,661,3,17,56,764,1
666,vivillon,666,12,170,185,769,1
671,florges,671,11,100,248,775,1
676,furfrou,676,12,280,165,780,1
681,aegislash-shield,681,17,530,234,786,1
686,inkay,686,4,35,58,792,1
691,dragalge,691,18,815,173,797,1
696,tyrunt,696,8,260,72,802,1
701,hawlucha,701,8,215,175,806,1
706,goodra,706,20,1505,270,811,1
711,gourgeist-average,711,9,125,173,819,1
716,xerneas,716,30,2150,306,827,1
721,volcanion,721,17,1950,270,837,1
726,torracat,726,7,250,147,842,1
731,pikipek,731,3,12,53,847,1
736,grubbin,736,4,44,60,853,1
741,oricorio-baile,741,6,34,167,859,1
746,wishiwashi-solo,746,2,3,61,871,1
751,dewpider,751,3,40,54,877,1
756,shiinotic,756,10,115,142,884,1
761,bounsweet,761,3,32,42,890,1
766,passimian,766,20,828,172,895,1
771,pyukumuku,771,3,12,144,900,1
776,turtonator,776,20,2120,170,918,1
781,dhelmise,781,39,2100,181,927,1
786,tapu-lele,786,12,186,257,933,1
791,solgaleo,791,34,2300,306,938,1
796,xurkitree,796,38,1000,257,943,1
