403,shinx,403,5,95,53,510,1
408,cranidos,408,9,315,70,513,1
413,wormadam-plant,413,5,65,148,518,1
418,buizel,418,7,295,66,525,1
423,gastrodon,423,9,299,166,530,1
428,lopunny,428,12,333,168,534,1
433,chingling,433,2,6,57,452,1
438,bonsly,438,5,150,58,259,1
443,gible,443,7,205,60,544,1
448,lucario,448,12,540,184,549,1
453,croagunk,453,7,230,60,555,1
458,mantyke,458,10,650,69,304,1
463,lickilicky,463,17,1400,180,157,1
468,togekiss,468,15,380,245,249,1
473,mamoswine,473,25,2910,239,299,1
478,froslass,478,13,266,168,459,1
483,dialga,483,54,6830,306,572,1
488,cresselia,488,15,856,270,578,1
493,arceus,493,32,3200,324,584,1
498,tepig,498,5,99,62,589,1
503,samurott,503,15,946,238,594,1
508,stoutland,508,12,610,225,599,1
513,pansear,513,6,110,63,604,1
518,musharna,518,11,605,170,609,1
523,zebstrika,523,16,795,174,614,1
528,swoobat,528,9,105,149,619,1
533,gurdurr,533,12,400,142,625,1
538,throh,538,13,555,163,630,1
543,venipede,543,4,53,52,635,1
548,petilil,548,5,66,56,640,1
553,krookodile,553,15,963,234,646,1
558,crustle,558,14,2000,170,652,1
563,cofagrigus,563,17,765,169,657,1
568,trubbish,568,6,310,66,662,1
573,cinccino,573,5,75,165,667,1
578,duosion,578,6,80,130,672,1
583,vanillish,583,11,410,138,677,1
588,karrablast,588,5,59,63,682,1
593,jellicent,593,22,1350,168,687,1
598,ferrothorn,598,10,1100,171,692,1
603,eelektrik,603,12,220,142,697,1
608,lampent,608,6,130,130,702,1
613,cubchoo,613,5,85,61,707,1
618,stunfisk,618,7,110,165,712,1
623,golurk,623,28,3300,169,717,1
628,braviary,628,15,410,179,722,1
633,deino,633,8,173,60,727,1
638,cobalion,638,21,2500,261,732,1
643,reshiram,643,32,3300,306,739,1
648,meloetta-aria,648,6,65,270,748,1
653,fennekin,653,4,94,61,754,1
658,greninja,658,15,400,239,759,1
663,talonflame,663,12,245,175,766,1
668,pyroar,668,15,815,177,771,1
673,gogoat,673,17,910,186,777,1
678,meowstic-male,678,6,85,163,782,1
683,aromatisse,683,8,155,162,789,1
688,binacle,688,5,310,61,794,1
693,clawitzer,693,13,353,100,799,1
698,amaura,698,13,252,72,804,1
703,carbink,703,3,57,100,808,1
708,phantump,708,4,70,62,813,1
713,avalugg,713,20,5050,180,824,1
718,zygarde,718,50,3050,270,829,1
723,dartrix,723,7,160,147,839,1
728,popplio,728,4,75,64,844,1
733,toucannon,733,11,260,218,849,1
738,vikavolt,738,15,450,225,855,1
743,ribombee,743,2,5,162,864,1
748,toxapex,748,7,145,173,874,1
753,fomantis,753,3,15,50,880,1
758,salazzle,758,12,222,168,886,1
763,tsareena,763,12,214,230,892,1
768,golisopod,768,20,1080,186,897,1
773,silvally,773,23,1005,257,902,1
778,mimikyu-disguised,778,2,7,167,921,1
783,hakamo-o,783,12,470,147,929,1
788,tapu-fini,788,13,212,257,935,1
793,nihilego,793,12,555,257,940,1
798,kartana,798,3,1,257,945,1
