2,ivysaur,2,10,130,142,2,1
7,squirtle,7,5,90,63,10,1
12,butterfree,12,11,320,178,16,1
17,pidgeotto,17,11,300,122,22,1
22,fearow,22,12,380,155,31,1
27,sandshrew,27,6,120,60,45,1
32,nidoran-m,32,5,90,55,52,1
37,vulpix,37,6,99,60,58,1
42,golbat,42,16,550,159,66,1
47,parasect,47,10,295,142,73,1
52,meowth,52,4,42,58,80,1
57,primeape,57,10,320,159,87,1
62,poliwrath,62,13,540,230,92,1
67,machoke,67,15,705,142,99,1
72,tentacool,72,9,455,67,104,1
77,ponyta,77,10,300,82,112,1
82,magneton,82,10,600,163,119,1
87,dewgong,87,17,1200,166,125,1
92,gastly,92,13,1,62,132,1
97,hypno,97,16,756,169,140,1
102,exeggcute,102,4,25,65,145,1
107,hitmonchan,107,14,502,159,154,1
112,rhydon,112,19,1200,170,161,1
117,seadra,117,12,250,154,171,1
122,mr-mime,122,13,545,161,178,1
127,pinsir,127,15,550,175,190,1
132,ditto,132,3,40,101,197,1
137,porygon,137,8,365,79,207,1
142,aerodactyl,142,18,590,180,214,1
147,dratini,147,18,33,60,221,1
152,chikorita,152,9,64,64,228,1
157,typhlosion,157,17,795,240,233,1
162,furret,162,18,325,145,238,1
167,spinarak,167,5,85,50,243,1
172,pichu,172,3,20,41,34,1
177,natu,177,2,20,64,250,1
182,bellossom,182,4,58,221,71,1
187,hoppip,187,4,5,50,261,1
192,sunflora,192,8,85,149,267,1
197,umbreon,197,10,270,184,203,1
202,wobbuffet,202,13,285,142,278,1
207,gligar,207,11,648,86,283,1
212,scizor,212,18,1180,175,180,1
217,ursaring,217,18,1258,175,294,1
222,corsola,222,6,50,144,300,1
227,skarmory,227,17,505,163,306,1
232,donphan,232,11,1200,175,311,1
237,hitmontop,237,14,480,159,155,1
242,blissey,242,15,468,608,165,1
247,pupitar,247,12,1520,144,319,1
252,treecko,252,5,50,62,325,1
257,blaziken,257,19,520,239,331,1
262,mightyena,262,10,370,147,338,1
267,beautifly,267,10,284,178,343,1
272,ludicolo,272,15,550,216,348,1
277,swellow,277,7,198,159,353,1
282,gardevoir,282,16,484,233,358,1
287,slakoth,287,8,240,56,366,1
292,shedinja,292,8,12,83,371,1
297,hariyama,297,23,2538,166,376,1
302,sableye,302,5,110,133,381,1
307,meditite,307,6,112,56,389,1
312,minun,312,4,42,142,396,1
317,swalot,317,17,800,163,403,1
322,numel,322,7,240,61,409,1
327,spinda,327,11,50,126,415,1
332,cacturne,332,13,774,166,420,1
337,lunatone,337,10,1680,161,426,1
342,crawdaunt,342,11,328,164,431,1
347,anorith,347,7,125,71,436,1
352,kecleon,352,10,220,154,444,1
357,tropius,357,20,1000,161,451,1
362,glalie,362,15,2565,168,457,1
367,huntail,367,17,270,170,464,1
372,shelgon,372,11,1105,147,469,1
377,regirock,377,17,2300,261,476,1
382,kyogre,382,45,3520,302,483,1
387,turtwig,387,4,102,64,494,1
392,infernape,392,12,550,240,499,1
397,staravia,397,6,155,119,504,1
