405,luxray,405,14,420,235,512,1
410,shieldon,410,5,570,70,515,1
415,combee,415,3,55,49,522,1
420,cherubi,420,4,33,55,527,1
425,drifloon,425,4,12,70,531,1
430,honchkrow,430,9,273,177,273,1
435,skuntank,435,10,380,168,539,1
440,happiny,440,6,244,110,163,1
445,garchomp,445,19,950,270,546,1
450,hippowdon,450,20,3000,184,552,1
455,carnivine,455,14,270,159,557,1
460,abomasnow,460,22,1355,173,561,1
465,tangrowth,465,20,1286,187,167,1
470,leafeon,470,10,255,184,204,1
475,gallade,475,16,520,233,360,1
480,uxie,480,3,3,261,569,1
485,heatran,485,17,4300,270,574,1
490,manaphy,490,3,14,270,580,1
495,snivy,495,6,81,62,586,1
500,emboar,500,16,1500,238,591,1
505,watchog,505,11,270,147,596,1
510,liepard,510,11,375,156,601,1
515,panpour,515,6,135,63,606,1
520,tranquill,520,6,150,125,611,1
525,boldore,525,9,1020,137,616,1
530,excadrill,530,7,404,178,621,1
535,tympole,535,5,45,59,627,1
540,sewaddle,540,3,25,62,632,1
545,scolipede,545,25,2005,218,637,1
550,basculin-red-striped,550,10,180,161,642,1
555,darmanitan-standard,555,13,929,168,648,1
560,scrafty,560,11,300,171,654,1
565,carracosta,565,12,810,173,659,1
570,zorua,570,7,125,66,664,1
575,gothorita,575,7,180,137,669,1
580,ducklett,580,5,55,61,674,1
585,deerling,585,6,195,67,679,1
590,foongus,590,2,10,59,684,1
595,joltik,595,1,6,64,689,1
600,klang,600,6,510,154,694,1
605,elgyem,605,5,90,67,699,1
610,axew,610,6,180,64,704,1
615,cryogonal,615,11,1480,180,709,1
620,mienshao,620,14,355,179,714,1
625,bisharp,625,16,700,172,719,1
630,mandibuzz,630,12,395,179,724,1
635,hydreigon,635,18,1600,270,729,1
640,virizion,640,20,2000,261,734,1
645,landorus-incarnate,645,15,680,270,741,1
650,chespin,650,4,90,63,751,1
655,delphox,655,15,390,240,756,1
660,diggersby,660,10,424,148,763,1
665,spewpa,665,3,84,75,768,1
670,floette,670,2,9,130,773,1
675,pangoro,675,21,1360,173,779,1
680,doublade,680,8,45,157,785,1
685,slurpuff,685,8,50,168,791,1
690,skrelp,690,5,73,64,796,1
695,heliolisk,695,10,210,168,801,1
700,sylveon,700,10,235,184,206,1
705,sliggoo,705,8,175,158,810,1
710,pumpkaboo-average,710,4,50,67,815,1
715,noivern,715,15,850,187,826,1
720,hoopa,720,5,90,270,835,1
725,litten,725,4,43,64,841,1
730,primarina,730,18,440,239,846,1
735,gumshoos,735,7,142,146,851,1
740,crabominable,740,17,1800,167,858,1
745,lycanroc-midday,745,8,250,170,868,1
750,mudsdale,750,25,9200,175,876,1
755,morelull,755,2,15,57,883,1
760,bewear,760,21,1350,175,889,1
765,oranguru,765,15,760,172,894,1
770,palossand,770,13,2500,168,899,1
775,komala,775,4,199,168,917,1
780,drampa,780,30,1850,170,926,1
785,tapu-koko,785,18,205,257,932,1
790,cosmoem,790,1,9999,140,937,1
795,pheromosa,795,18,250,257,942,1
800,necrozma,800,24,2300,270,947,1
